descripcion,categoria
"referido a una composicion que comprende a) carbohidratos, b) 0,25% a 2,5% de lecitina en peso de lipidos totales, c) 0,5% a 10% de caseina hidrolizad",Patente
"se refiere a compuestos derivados de triazolopiridazinas de formula (i) donde q1 es h, alquilo(c1-c6), cicloalquilo(c3-c6), entre otros; q2 y q3 son c",Patente
se refiere a una forma cristalina de acido 4-[4-(2-adamantilcarbamoil)-5-tert-butil-pirazol-1-il]benzoico que tiene un patron de difraccion de rayos x,Patente
se refiere a una composicion plaguicida que comprende un portador liquido o solido y una mezcla de componentes activos tales como: a) un compuesto ins,Patente
"referida a un compuesto derivado de pirazol-carboxamida de formula (i), donde r4 es metilo, difluorometilo o trifluorometilo; r5 es h o f; m es tienil",Patente
"referida a una mezcla plaguicida que comprende: a) un compuesto insecticida (i) agonista/antagonista de receptores nicotinicos tal como imidacloprid, ",Patente
referida a una composicion farmaceutica que comprende: a) un inhibidor de tirosina quinasa tal como n-[4-(3-amino-1h-indazol-4-il)fenil]-n'-(2-fluoro-,Patente
"referida a una composicion que comprende: a) de 400 mg a 600 mg de vitamina c tal como ascorbato de calcio, b) de 350 ui a 450 ui de vitamina e tal co",Patente
"referida a una formulacion farmaceutica de liberacion modificada en forma de sistema de unidades multiples tal como capsulas, tabletas o sachets, que ",Patente
se refiere a una composicion plaguicida que comprende un portador liquido o solido y una mezcla de componentes activos tales como: a) un compuesto ins,Patente
"se refiere a compuestos derivados de rebaudiosido a de formula (i) que tienen una pureza mayor a 99%, donde r1 es un monosacarido, un oligosacarido, a",Patente
"se refiere a compuestos derivados de 3-metil-imidazo-[1,2-b]-piridazina de formula (i) donde r1 es heterociclilo, cicloalquilo, alcoxilo, entre otros;",Patente
"se refiere a un sistema de administracion de peliculas delgadas solubles en agua (obleas), que comprende: a) matriz de pelicula con al menos un polime",Patente
"referida a compuestos derivados de formula (i) donde q es de preferencia 2-oxo-imidazolidin-1-il, 5-oxo-1h-1,2,4-triazol-4(5h)-il; w es -n(r6)c(o)-, -",Patente
"se refiere a un anticuerpo monoclonal, quimerico o humanizado que se une a un epitope de rgm a que comprende dos conjuntos de cdr de dominios variable",Patente
"referida a un derivado de piridinona y piridazinona de formulas (i), (ii) y (iii), donde r es h, r1, r1-r2-r3, entre otros; r1 es cicloalquilo c3-c7, ",Patente
"referida a un compuesto pirrolo-pirimidina de formula (i), donde r1 es heterociclilo biciclico, triciclico o espirociclico de 3 a 24 miembros, arilo c",Patente
"referida a un derivado de pirrolopirimidina de formula (i), donde q es un grupo ligador -x-y-; x es un enlace simple, co, conh, csnh, entre otros; y e",Patente
se refiere a una proteina de una sola cadena y union multivalente con funcion efectora que comprende: a) un primer dominio de union que comprende la s,Patente
"referida a un compuesto de formula i, donde r1 es halogeno, alquilo c1-c6, cicloalquilo c3-c12, heterocicloalquilo c3-c8, arilo c6-c10, entre otros; a",Patente
"referido a un metodo para la generacion de datos sismicos, que comprende: a) accionar una pluralidad de primeras fuentes asociadas con un primer siste",Patente
"que comprende: a) una carcasa que define una camara; b) un gancho posicionado sobre la carcasa, dicho gancho adaptado para conectar la carcasa al equi",Patente
"se refiere a un procedimiento para la produccion de alcoholes c2+ a partir de un material de alimentacion que contiene metano y dioxido de carbono, qu",Patente
"referido a un arreglo perimetral de antenas para un radar de apertura sintetica, que comprende: a) al menos un arreglo lineal de elementos transmisore",Patente
"que comprende un conmutador que col.ocado en una primera posicion se encuentra en fase de ahorro, comenzando el ciclo de funcionamiento comandado por ",Patente
el cual comprende: a) proporcionar una plancha de acero laminado; b) preformar la plancha de acero con una prensa hidraulica o una prensa excentrica c,Patente
el cual cuenta con un sistema doble de rotacion y que alterna ciclos cortos de gran calor con ciclos largos de calor medio. la relacion de los dos gir,Patente
que comprende: a) mezclar una primera solucion de lixiviacion acuosa con un cuerpo de solidos de mena triturados y molidos en una primera unidad de li,Patente
"donde el conjunto comprende un eje y una pluralidad de cangilones espaciadas circunferencialmente alrededor del eje, incluyendo cada cangilon: i) una ",Patente
"se refiere a un agregado adsorbente zeolitico que comprende polvo de zeolita x y polvo de zeolita lsx, ambos intercambiados con por lo menos un 90% de",Patente
"se refiere a un agregado adsorbente zeolitico a base de cristales de zeolita lsx con una media numerica del diametro de entre 0,1 µm y 4 µm, una propo",Patente
"se refiere a una zeolita del tipo lsx con una proporcion atomica si/al igual a 1 ± 0.05, en la forma de cristales, donde la distribucion de tamanos de",Patente
que comprende: a) un horno de fundicion para fundir metal; b) un molde para moldeado de anodos para moldear anodos de metal; y c) un equipamiento de c,Patente
se refiere a una composicion farmaceutica solida que comprende 3-(1.h-indol-3-il)-4-[2-(4-metil-piperazin-1-il)-quinazolin-4-il]-quinazolin-4-il]-pirr,Patente
"referida a compuestos derivados de 2-carboxamida cianoaminourea de formula (i), donde r1 es arilo, heterociclilo, entre otros; r2 es halo, cn, no2, en",Patente
"refiere a derivados del acido fenilacetico de formula (i), donde r1 es alquilo c1-8 o cicloalquilo c1-8; r2 es halo, alquilo c1-8, haloalcoxi c1-8, en",Patente
"refiere a un componente para una vacuna contra la malaria que comprende: (a) una particula inmunogena rts, s; y/o (b) una particula inmunogena que se ",Patente
se refiere a una particula proteinica inmunogena que comprende los siguientes monomeros: (a) una proteina de fusion que comprende secuencias que se mu,Patente
"se refiere a derivados de imidazo[1,2-a]piridina-2-carboxamidas, de formula (i), donde x es heterociclo sustituido opcionalmente con halogeno, alcoxi(",Patente
"se refiere a un metodo para controlar el crecimiento de mycosphaerella y fusarium en las plantas de platano, y alternaria en las plantas de papa, dond",Patente
donde el dispositivo consiste en una carcasa con una primera entrada para la alimentacion del material y una primera salida para el escape de gas de c,Patente
se refiere a un metodo para unir una placa tubular y tubos en un dispositivo de transferencia de calor que consta de un grupo de tubos y una herramien,Patente
se refiere a un metodo en donde: a) el gas de salida es conducido desde la chimenea de captacion de un horno de fundicion en suspension a una caldera ,Patente
que comprende: a) una chimenea de reaccion provista con una estructura de chimenea; b) un decantador colocado en el extremo inferior de la chimenea de,Patente
"en donde un concentrado de cobre, un flujo y un gas de reaccion se alimentan juntos en la chimenea de reaccion de un horno de fundicion en suspension,",Patente
se refiere a un aparato que incluye una bomba de explosivo para bombear explosivo fluido en un tanque de explosivo que tiene un piston accionado por p,Patente
"referida a una composicion farmaceutica extruida en caliente que comprende uno o mas ingredientes activos tales como valaciclovir, olanzapina, valsart",Patente
"se refiere a un compuesto de formula i, donde link es pirrolilo, imidazolilo, indazolilo, benzotiofenilo, entre otros; x1 es o, nh, nch3, nch2ch3; r5a",Patente
"se refiere a un compuesto de formula i, donde x1 es o, n(r4a); r4a y r5a son cada uno h, alquilo c1-c2; z es c(o), conh, coo, entre otros; z1 es co, h",Patente
"referida a un compuesto de formula (i) donde a es anillo de 5 a 7 miembros opcionalmente sustituido; x es o, s o nr1; r1 es h, hidrocarburo de forma o",Patente
"referida a compuestos derivados de piridazina formula (i) donde x e y son cada uno 1-3; w es -c(o)n(r1)-, -c(o)n[c(o)r1a]-, n(r1)c(o)n(r1), entre otro",Patente
"se refiere a una semilla de maiz con un cromosoma que comprende: seq id nº 1, seq id nº 2, seq id nº 3, seq id nº 4, seq id nº 7, seq id nº 24 y un in",Patente
"referida un procedimiento para preparar una combretastatina que comprende: a) reaccionar compuesto (z)-amino o su sal de formula (ii), donde b- es cl-",Patente
"se refiere a una composicion farmaceutica en forma de comprimido desintegrante oral, que comprende: a) cilostazol y sacaridos tales como manitol, xili",Patente
"referida a compuestos derivados de 1h-pirrolo[2,3-b]piridina de formula (i) donde r1 y r2 son cada uno h, halo, alcoxi c1-c3, entre otros; r3 es h, ha",Patente
"referida a un derivado de naftiridinona de formula (i), donde r1 es nr6r7, (ch2)nr19, r20, entre otros; r19 es cicloalquilo c3-c12, arilo c6-c14, r20,",Patente
"referida a derivados de pirazolo-piridin de formula (i), donde link representa ((crere)s3-(crf=crf)v1-(crgrg))s4-x2-((crere)t2-(crf=crf)v2-(crgrg))t3;",Patente
"referida a una composicion farmaceutica que comprende: a) un compuesto activo del grupo racetam tal como piracetam, fenilpiracetam, fasoracetam, nebra",Patente
referida a compuestos derivados de 2-pirazinona. son compuestos seleccionados: 6-[1-(4-(cianofenil)-1h-pirazol-5-il]-5-metil-3-oxo-4-[3-(trifluorometi,Patente
"se refiere a un compuesto de formula (i) (r)-n*6*-etil-6,7-dihidro-5h-indeno[5,6-d]tiazol-2,6-diamina y a un procedimiento para preparar dicho compues",Patente
"se refiere a compuestos derivados de metastina de formula (i) donde v es un compuesto de formula (a) o (b), en donde w1 es n, ch u o; w2 es n o ch; q1",Patente
"formado dentro de un tanque carcasa metalico, hecho de plancha de fierro de 2mm de espesor, la misma que sirve de camiseta envolvente primero para rec",Patente
"referida a un derivado de pirimidina y triazina de formula (i-a), donde r1 es h, alquilo c1-c4, cn, cf3, entre otros; ar1 es fenilo, naftilo, entre ot",Patente
"referida a un anticuerpo aislado que comprende una region variable de cadena pesada que tiene la secuencia seleccionada de seq id nº:1, seq id nº:2, s",Patente
"referida a un derivado de amida espirociclica de formula (i), donde ar es un grupo (a), (b), (c), entre otros; l es una cadena hidrocarbilo de enlace ",Patente
"referida a un derivado de urea de formula (i), donde x es n, ch o cr4; r1 es alquilo c1-c6, alquenilo c2-c6, alquinilo c2-c6, entre otros; r2 es h o a",Patente
"referida a una forma de dosificacion unitaria que comprende una matriz de pelicula delgada soluble en agua , donde dicha matriz comprende un copolimer",Patente
"referida a un compuesto bifenilo de formula (i), donde d y e son un anillo aromatico de 5 miembros que contiene 1 a 3 heteroatomos de n, s u o; r1 y r",Patente
"referida a un derivado de 3-(amido o sulfamido)-4-(4-azinil sustituido)benzamida de formula (i), donde q, q1 e y son co o so2; x es halogeno; r1 es al",Patente
"se refiere a compuestos derivados de tiazol de formula (i) donde r1 es un compuesto de formula (a) o (b), donde r21 es h o f; r22 es h, cl o f; r23 es",Patente
se refiere a una formulacion en forma de suspension acuosa que contiene: a) un adsorbente de carbono en forma de particulas esfericas con un diametro ,Patente
se refiere a compuestos derivados de sulfonamida de formula (i) donde m es 0 o 1; n y p son cada uno de 0 a 2; u y v son cada uno de 0 a 4; q es un en,Patente
"se refiere a compuestos derivados de pirimidina fusionada de formula (i) donde a es un anillo benceno opcionalmente sustituido con halogeno, alquilo(c",Patente
"se refiere a un procedimiento de obtencion de dihidropteridinonas de formula (i), donde r1 es h; r2 es x2-etilo; r3 es 1-x3-ciclopentilo; r4 es x4-o-c",Patente
"se refiere a soluciones acuosas para infusion o inyecciones de dihidropteridinonas estabilizadas para el almacenamiento, que comprende: i) un principi",Patente
"se refiere a un procedimiento para preparar 4-{4-[({[4-cloro-3-(trifluorometil)fenil]amino}carbonil)amino]fenoxi}-n-metilpiridina-2-carboxamida, que c",Patente
se refiere a un procedimiento para preparar 4-{4-[({[4-cloro-3-(trifluorometil)fenil]amino}carbonil)amino]fenoxi}-n-metilpiridina-2-carboxamida y su s,Patente
se refiere a un procedimiento para preparar 4-{4-[({[4-cloro-3-(trifluorometil)fenil]amino}carbonil)amino]fenoxi}-n-metilpiridina-2-carboxamida y su s,Patente
se refiere a un procedimiento para preparar 4-cloro-n-metilpiridin-2-carboxamida que comprende: a) preparar el compuesto clorhidrato de 4-cloropiridin,Patente
"se refiere a derivados de benceno sustituidos por glucopiranosilo, de formula (i), donde r1 es -ch3, cl; r2 es h, metilo; r3 es etinilo, ciclobutiloxi",Patente
"se refiere a derivados de benceno sustituidos por glucopiranosilo, de formula (i), donde r1 es etinilo, cn, ciclopropoloxi, entre otros; r2 es h, meti",Patente
"se refiere a compuestos derivados de piridinilo y pirimidinilo de formula (ia), donde x es n o cr8; r8 es h, halo; y es nh, o; z es ch, n; r1 es carbo",Patente
se refiere a una composicion farmaceutica que comprende: a) un primer compartimiento que comprende i) 0.2 a 6.0% de ketorolaco en peso de la composici,Patente
se refiere a una composicion herbicida que comprende: a) un herbicida tal como 3-[5-(difluorometoxi)-1-metil-3-(trifluorometil)pirazol-4-ilmetilsulfon,Patente
"el cual comprende: a) una estructura alargada, generalmente de forma tubular y de longitud predeterminada, que tiene dos extremos e incluye al menos u",Patente
"que comprende: a) una carcasa que presenta un extremo abierto; b) un modulo de control ubicado dentro de la carcasa, que incluye: i) un interruptor, i",Patente
"que comprende: a) integrar una pluralidad de mediciones, generando mediante ello un conjunto integrado de mediciones de lectura profunda, siendo dicho",Patente
"referido a una prensa para tratamiento por compresion o compactacion de material a granel, la cual presenta: a) dos rodillos sueltos montados giratori",Patente
la cual comprende: a) un miembro circuferencial interior; b) un miembro circuferencial exterior; c) un alma central que conecta los miembros circufere,Patente
donde el dispositivo consiste de: a) un recipiente interior flexible; b) un recipiente exterior; y c) una unidad de grifo conectada al recipiente comp,Patente
"se refiere a un proceso para licuar un chorro de gas natural en una planta de gnl, que comprende: a) combinar por lo menos una parte del chorro de gas",Patente
"en donde el cangilon esta provisto de por lo menos una placa de borde frontal, con un borde de acoplamiento dirigido hacia adelante, teniendo la parte",Patente
que comprende: a) un faro delantero que esta acoplado a un chasis con su angulo de los ejes opticos ajustable; y b) una tapa del faro delantero que es,Patente
"referido a un dispositivo para un rotor para maquinaria que manipula liquidos, que comprende: a) un cubo de rotor; b) una cantidad de alabes distribui",Patente
"referido a una prensa de rodillo para tratamiento por compresion o compactacion de material a granel, que comprende: a) dos rodillos sueltos montados ",Patente
"referido a un agente de desmoldeo para mitigar la adhesion indeseable del asfalto, hormigon y similares a varias superficies, que comprende: a) por lo",Patente
"referido a un montaje de quijada, que comprende: a) un cuerpo de quijada que tiene un primer extremo y un segundo extremo; b) al menos un bolsillo ins",Patente
"que comprende: a) una base rectangular; b) dos elementos laterales, dispuestos en dos lados o bordes opuestos de la base rectangular, estando separado",Patente
"que comprende: a) un mango que incluye: i) una camara de hoja que define una cavidad de camara de hoja, ii) un primer elemento de fijacion, y iii) un ",Patente
"referido a un rodillo de acabado de tablero de pared caracterizado porque comprende: a) una mensula alargada que tiene dos extremos, en donde cada ext",Patente
"que comprende un armazon de carcasa radial, tiene un radio exterior superior a 1000mm, con armazon externo radialmente intercalado entre la armazon de",Patente
"se relaciona con un metodo para la produccion de bebidas instantaneas en polvo, las cuales luego de su reconstitucion con agua, forman una superficie ",Patente
que comprende: a) una cuba de horno con un primer ingreso para la entrada del material y una primera salida para la extraccion de gas de escape; b) va,Patente
"se refiere a compuestos derivados de tiazolil-dihidro-indazoles de formula (1) donde r1 es -nhrc, -nhc(o)rc, -nhc(o)orc, entre otros, donde rc es h, a",Patente
"se refiere a compuestos derivados de 1-aril-3-anilina-5-alquil-1,2,4-triazol de formula (i) donde r1 es fenilo no sustituido, benzodioxan-6-ilo no sus",Patente
"se refiere a compuestos derivados de arilo de anillo condensado de formula (i) donde x es halogeno, no2, cn, tiol, entre otros; q es fenilo, naftilo o",Patente
se refiere a una preparacion solida de desintegracion oral que comprende granulos finos de liberacion controlada que contienen: a) un inhibidor de la ,Patente
"referida a un compuesto derivado de amina de formula (i-a), donde x3 es n; x4 es n o cr3; x5 es -cr4=cr5-; r1 y r2 son h; r3 es h; r4 y r5 son h, halo",Patente
"referida a un derivado de pirazolo-piridina de formula (i), donde r1 y r2 son h, halogeno, cn, alquilo c1-c3 y alcoxi c1-c3; r3 es h, halogeno o alqui",Patente
referida a una composicion farmaceutica que comprende: a) un inhibidor de her2 derivado pirrolopirimidina o pirazolopirimidina de formula (i) y b) un ,Patente
"referida a un derivado de 4-aminociclohexano de formula (i), donde r1 y r2 son alquilo c1-c3 o h; r3 es fenilo opcionalmente sustituido con f, cl, cn,",Patente
se refiere a un producto farmaceutico combinado trifasico de a) 24 unidades de dosificacion diarias comprendidas en tres fases donde cada fase contien,Patente
se refiere a compuestos derivados de 4-hidroxipirimidina-5-carboxamida sustituidas de formula (i) donde a es heterociclilo opcionalmente sustituido co,Patente
se refiere a una sal cristalina de acido lactico de a) forma anhidra ii de 4-amino-5-fluoro-3-[5-(4-metilpiperazin-1-il)-1h-benzimidazol-2-il]quinolin,Patente
"se refiere a compuestos derivados de aminoindazol de formula (i) donde r3 es alquilo(c1-c6), fenilo, naftilo, heteroarilo de 3 a 10 miembros, entre ot",Patente
"se refiere a compuestos derivados de pirrolidinilo de formula (i) donde uno de z1 y z2 es n(ra) y el otro es ch2, donde ra es h, alquilo inferior o be",Patente
se refiere a compuestos derivados de ciclohexano espirociclicos de formula (1) donde a1 es -n= o -cr7=; a2 es -n= o -cr8=; a3 es -n= o -cr9=; a4 es -n,Patente
"se refiere a compuestos derivados de pirazol de formula (i') donde r1' es h, alquilo(c1-c6), entre otros; r2' es un anillo aromatico opcionalmente sus",Patente
"se refiere a mezclas pesticidas que contienen: a) un compuesto de aminotiazolina de formula (i) donde r1 es h, coch3, coch2ch3, entre otros; r2 y r3 f",Patente
se refiere a una composicion farmaceutica que contiene: a) un agente quimioterapeutico inhibidor de multiples cinasas tal como sorafenib o sunitinib; ,Patente
"se refiere a compuestos heterociclicos sustituidos de formula (i) donde (a) es (i) o (ii), donde x e y son cada uno nr4, o u s; r4 es h o alquilo opci",Patente
"se refiere a compuestos derivados de ciclohexano sustituidos de formula (1) donde y1, y1', y2, y2', y3, y3', y4 e y4' son cada uno -h, -f, -cn, -no2, ",Patente
"referido a un validador que permite al usuario la opcion de pago electronico a traves de tarjetas o monedas, con conexion directa al dispositivo, que ",Patente
"referido a una turbina eolica del tipo de eje de rotor vertical, provista de una estructura de rotor con elementos de potencia construidos como palas ",Patente
se refiere a un procedimiento de etapas multiples para la preparacion de esteres alquilicos de acidos grasos a partir de materiales de partida que inc,Patente
"que comprende las siguientes etapas: a) diagnostico y definicion del proceso deteccion, donde se evaluan las caracteristicas del tanque, para establec",Patente
"que se obtiene a partir de un proceso que comprende los pasos de: a) llevar un componente liquido ' a', libre de cloruro, que comprende por lo menos e",Patente
"que comprenden: a) un primer elemento de conexion que define una apertura, al menos una parte de la apertura esta roscada; b) un segundo elemento de c",Patente
que comprende una base de protesis dental que consiste en dos porciones acrilicas que incluyen una plantilla dental formada por una primera seccion ac,Patente
que comprende: a) un horno de anodos inclinable; b) un molde para moldeado de anodos; c) un sistema de conduccion para conducir el metal fundido desde,Patente
"referido a un metodo para controlar el frenado de un vehiculo de trabajo, caracterizado porque: a) por lo menos un valor real es detectado o calculado",Patente
"referida a una sal de arginina y uno o mas acidos conjugados seleccionados de: a) un polimero acido tal como un polimero policarboxilato, b) un acido ",Patente
"referida a un compuesto de formula i, donde r1 es h, alquilo; r2 es aminocarbonilalquilaminoalquilo, cicloalquilaminoalquilo, arilalquilo, entre otros",Patente
"referido a un compuesto de formula (i), donde b es un anillo aromatico de 6 miembros, opcionalmente con 1-3 heterotatomos de n; y donde el anillo b pu",Patente
referida a una composicion farmaceutica de aclidinio en forma de polvo seco de una sal farmaceuticamente aceptable tal como bromuro de aclidino que pr,Patente
"se refiere a un compuesto de formula i, donde het es de preferencia benzimidazol-2-il, benzopiridin-3-il, tiazol-2-il, entre otros; r es 2-(4-hidroxi-",Patente
"referida a un anticuerpo monoclonal humanizado que comprende el fragmento fab, caracterizado por ser capaz de enlazar a los receptores de glucagon hum",Patente
"referida a una combinacion de que comprende: a) carbostirilo de formula i, donde a es un alquileno inferior; r escicloalquilo; el enlace entre las pos",Patente
"referida a un procedimieno de preparacion del compuesto iii, donde x2 es un grupo saliente; r1 y r2 son cada uno h, grupo aromatico, grupo alifatico q",Patente
